Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGhi-LCMV-12d vs. RNA-LCMV-0d logFC	KLRGhi-LCMV-12d vs. RNA-LCMV-0d FDR	KLRGhi-LCMV-12d vs. RNA-LCMV-0d logCPM
NM_175641	Ltbp4|2310046A13Rik|-|7 A3|7|protein-coding	-10.757282791138401	8.385828426419219e-17	2.55267995264527
NM_010653	Klrc2|NKG2C|-|6 F3|6|protein-coding	-10.5808025850142	6.5910364692347e-16	2.3795785708481803
NM_013603	Mt3|Mt-3|-|8 C5|8 46.29 cM|protein-coding	-10.527257186355	1.19962256189607e-15	2.3271402934672003
NM_181444	Gprc5a|Rai3|Raig1|-|6 G1|6|protein-coding	-10.487755977040699	1.87413356478954e-15	2.28848175513673
NM_001013373	Tmprss13|BC010843|Tpmrss13|-|9 A5.2|9|protein-coding	-10.4716476006313	2.26036867466885e-15	2.2727234874574505
NM_009139	Ccl6|MRP-1|Scya6|c10|RP23-320E6.4|11 C|11 50.85 cM|protein-coding	-10.4305717612186	3.592654130073239e-15	2.2325577465500803
NM_001004174	AA467197|Nmes1|RP23-101F14.3|2 E5|2|protein-coding	-10.4138082746711	4.31699286576816e-15	2.21617295167548
NM_027127	Gpx8|2310016C16Rik|AU017063|-|13 D2.2|13|protein-coding	-10.1958007574904	4.55567286226296e-14	2.00349802985171
NM_016970	Klrg1|2F1-Ag|MAFA|MAFA-L|-|6 F1|6 57.52 cM|protein-coding	-9.79803942055424	1.4613550396350698e-40	8.49303154913015
NM_053190	S1pr5|Edg8|S1P5|lpB4|-|9|9 A4|protein-coding	-9.72104600159243	6.14336672246603e-41	9.1481806899623
NM_001033228	Itga1|CD49A|E130012M19Rik|Vla1|-|13 D2.2|13 64.61 cM|protein-coding	-9.66139580191956	9.64543525920904e-27	4.61278211169778
NM_009987	Cx3cr1|-|-|9 F4|9|protein-coding	-9.48277245014698	6.14336672246603e-41	9.62104206249553
NM_001136068	Klrc1|CD159a|NKG2A|NKG2B|RP23-145F22.5|6|6 G1-2|protein-coding	-9.345680610800141	8.23761174116592e-38	7.94277415187523
NM_010128	Emp1|I-8-09|TMP|-|6 G1|6 66.25 cM|protein-coding	-9.242048561706689	2.8409613415523298e-33	6.37779076461684
NM_013653	Ccl5|MuRantes|RANTES|SISd|Scya5|TCP228|RP23-320E6.2|11 C|11 50.66 cM|protein-coding	-9.20639175779838	6.14336672246603e-41	13.543551753486199
NM_170684	Cpne7|AW047065|-|8 E1|8|protein-coding	-9.18920076188963	4.0562796220195196e-24	4.143626371056549
NM_001077189	Fcgr2b|AI528646|CD32|F630109E10Rik|Fc[g]RII|FcgRII|Fcgr2|Fcgr2a|Fcr-2|Fcr-3|Ly-17|Ly-m20|LyM-1|Lym-1|fcRII|-|1 H3|1 78.02 cM|protein-coding	-9.0993129382194	2.7092830481146894e-33	6.49234342212508
NM_001045543	Heatr9|Gm11435|OTTMUSG00000000990|RP23-320E6.1|11 C|11|protein-coding	-9.06305277405144	8.960223095902438e-30	5.486869771794139
NM_134250	Havcr2|TIM-3|Tim3|Timd3|RP23-248K2.7|11 B1.1|11|protein-coding	-8.978084381343539	5.64509093324995e-23	3.9342217676895697
NM_008153	Cmklr1|ChemR23|DEZ|Gpcr27|mcmklr1|-|5 F|5|protein-coding	-8.94757076329204	9.80344403004158e-32	6.084257124257211
NM_007548	Prdm1|Blimp-1|Blimp1|PRDI-BF1|ZNFPR1A1|b2b1765Clo|-|10 B2|10 23.24 cM|protein-coding	-8.925053114831961	1.62329178845664e-30	5.74917342224068
NM_008196	Gzmk|-|-|13 D2.2|13|protein-coding	-8.9095358797164	2.4715394456298296e-32	6.3031680815711795
NM_133888	Smpdl3b|1110054A24Rik|AU045240|Asml3b|RP23-442A20.3|4 D2.3|4|protein-coding	-8.8550089194566	1.4162307793296e-33	6.82333232444594
NM_023612	Esm1|0610042H23Rik|AV004503|ESM-1|-|13 D2.2|13|protein-coding	-8.60144868941681	7.35317798376196e-32	6.40335002341807
NM_010019	Dapk2|-|-|9 C|9 35.75 cM|protein-coding	-8.52743391274161	8.006794420012308e-27	4.9539508094294105
NM_015736	Galnt3|-|RP23-306G16.2|2|2 C3|protein-coding	-8.52489682757078	1.6056878937044098e-24	4.3972042649567005
NM_146064	Soat2|ACAT2|D15Wsu97e|-|15 F3|15 57.33 cM|protein-coding	-8.51571497174024	1.78714196665862e-24	4.388092336333471
NM_015753	Zeb2|9130203F04Rik|D130016B08Rik|SIP1|Zfhx1b|Zfx1b|Zfxh1b|RP23-457H10.1|2|2 C1|protein-coding	-8.49681716267502	2.59783078209952e-34	7.743216222095669
NM_028341	Ttc39c|1700008N02Rik|2810439F02Rik|-|18|18 A2|protein-coding	-8.47165274680439	4.0318933518645896e-29	5.61033516446931
NM_009915	Ccr2|Cc-ckr-2|Ccr2a|Ccr2b|Ckr2|Ckr2a|Ckr2b|Cmkbr2|mJe-r|-|9 F|9 75.05 cM|protein-coding	-8.44682053003249	8.39396367162272e-34	7.556764725951361
NM_146119	Fam129b|9130404D14Rik|RP23-94M9.1|2 B|2|protein-coding	-8.20034227101377	8.466164778111341e-19	3.16541694672338
NM_021542	Kcnk5|TASK-2|-|14 A3|14|protein-coding	-8.13435780267269	2.68250983671412e-29	5.9383464654050195
NM_021334	Itgax|AI449405|Cd11c|Cr4|N418|-|7 F3|7|protein-coding	-7.912488772557469	8.94489248543087e-33	8.451239303189741
NM_001289605	Klra3|5E6|Ly49c|NK-2.1|Nk-2|Nk2|Nk2.1|-|6 F3|6 63.44 cM|protein-coding	-7.745977603210481	1.96773551544248e-16	2.71892842702802
NM_001159904	Klrb1c|AI462337|CD161|Ly-59|Ly55c|Ly59|NK-RP1|NK1.1|NKR-P1.9|NKRP1|NKRP140|Nk-1|Nk-1.2|Nk1|Nk1.2|Nkrp1c|ly-55c|-|6 F3|6 63.09 cM|protein-coding	-7.7241711448068795	7.723633978391999e-31	7.418856012377749
NM_153590	Klre1|Klre-1|NKG2I|-|6 F3|6|protein-coding	-7.705686548201281	6.89128652942998e-27	5.512281701526621
NM_008428	Kcnj8|AI448900|Kir6.1|gnite|slmbr|sltr|-|6 G2|6 74.31 cM|protein-coding	-7.70287348215163	1.40165001210097e-29	6.66526423904881
NM_010553	Il18rap|AcPL|IL-18R-beta|IL-18RAcP|IL-18Rbeta|IL-1RAcPL|-|1 B|1|protein-coding	-7.68055675331705	2.64664307419793e-32	9.701482305230051
NM_024413	Plekhf1|1810013P09Rik|APPD|LAPF|PHAFIN1|ZFYVE15|-|7|7 B1|protein-coding	-7.63181800007668	7.0113901398150895e-22	4.06579216632345
NM_007809	Cyp17a1|Cyp17|p450c17|-|19 C3|19 38.97 cM|protein-coding	-7.63096258280605	1.0559100393482301e-19	3.5126302185206497
NM_001160127	Smyd1|4632404M21Rik|Bop|C78565|Zmynd18|-|6 C1|6 32.14 cM|protein-coding	-7.61320608770963	8.575794409929468e-22	4.04738893013198
NM_009917	Ccr5|AM4-7|CD195|Cmkbr5|-|9 F|9 75.05 cM|protein-coding	-7.589999480892151	1.44513482390906e-29	6.904206114691499
NM_011311	S100a4|18A2|42a|Capl|FSp1|Mts1|PeL98|metastasin|pk9a|-|3 F1-F2|3 39.27 cM|protein-coding	-7.5794167979130105	2.7519894914859597e-31	8.57334867658167
NM_008337	Ifng|IFN-g|Ifg|-|10 D2|10 66.75 cM|protein-coding	-7.56921239965991	2.93177573773544e-30	7.48616721955163
NM_019507	Tbx21|TBT1|Tbet|Tblym|RP23-428N4.9|11|11 D|protein-coding	-7.567335409241901	2.7802441185839297e-31	8.63713794397653
NM_138653	Bspry|-|RP24-189G18.5|4|4 C1|protein-coding	-7.50779931848475	3.09489951727637e-15	2.48595174233715
NM_019432	Tmem37|AI173373|AW540203|Pr|Pr1|-|1 E2.3|1|protein-coding	-7.493732740978429	3.60917021246062e-15	2.4722192142845403
NM_010177	Fasl|APT1LG1|CD178|CD95-L|CD95L|Fas-L|Faslg|Tnfsf6|gld|-|1 H2.1|1 69.95 cM|protein-coding	-7.46458175820217	5.0156803315895796e-26	5.44006076225505
NM_010391	H2-Q10|H-2Q10|Q10|Qa10|-|17 B1|17 18.68 cM|protein-coding	-7.34683415807155	3.3383468337506295e-28	6.66263508002604
NR_104577	0610040F04Rik|-|RP23-131B11.3|6 E2|6|ncRNA	-7.289008080480889	5.0304117529513094e-20	3.72728544397592
NM_146191	Lrrk1|AW319595|C230002E15Rik|D130026O16Rik|mKIAA1790|-|7 C|7|protein-coding	-7.279521672007519	2.57485804639235e-28	6.92830547895134
NM_013542	Gzmb|AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB|-|14 D3|14 28.19 cM|protein-coding	-7.27790939343987	7.959139878857539e-30	8.66344507570248
NM_011338	Ccl9|CCF18|MRP-2|Scya10|Scya9|RP23-320E6.3|11 C|11 50.81 cM|protein-coding	-7.271891974262969	5.56808231584246e-26	5.658153353373799
NM_031379	Tktl1|C79967|RP23-171N20.5|X A7.3|X|protein-coding	-7.169989366475789	2.9706069799684697e-17	3.05922943319942
NM_178395	Zdhhc2|5730415P04Rik|6430583A19Rik|-|8 A4|8|protein-coding	-7.1147251322164	4.43276690507717e-19	3.55560740351719
NM_028135	Tmem163|2610024A01Rik|SV31|-|1 E3|1|protein-coding	-7.112306441327401	1.35955398440681e-23	4.92404519258656
NM_198100	Tbkbp1|3110043L15Rik|ProSAPiP2|SINTBAD|RP23-81D2.2|11 D|11|protein-coding	-7.10243064964928	5.1811155177401094e-27	6.53966028275584
NM_010370	Gzma|AW494114|Ctla-3|Ctla3|Hf|SE1|TSP-1|TSP1|-|13 D|13 63.93 cM|protein-coding	-7.05731883846925	4.82676592750327e-29	9.61144636895316
NM_144539	Slamf7|19A|19A24|4930560D03Rik|CRACC|CS1|-|1|1 H2|protein-coding	-7.0401755867689	3.8783891774358794e-27	6.83214833163456
NM_144797	Metrnl|9430048M07Rik|BC019776|RP23-274J5.3|11 E2|11|protein-coding	-7.01545535876821	1.43297665243552e-18	3.4579653302166005
NM_008479	Lag3|CD223|LAG-3|Ly66|-|6 F2|6|protein-coding	-6.993004266727261	7.15660086827034e-20	3.8331541943993197
NM_027881	Osbpl3|1200014M06Rik|6720421I08Rik|A530055M08|ORP3|OSBP3|-|6|6 B3|protein-coding	-6.945297344387421	4.92957281131848e-27	7.09411514718286
NM_001145953	Lgals3|GBP|L-34|Mac-2|gal3|-|14 C1|14|protein-coding	-6.89897856136536	2.1812244872131598e-26	6.69220295651794
NM_001127382	Rbm47|9530077J19Rik|-|5 C3.1|5|protein-coding	-6.8766464278594395	3.0699228972056797e-19	3.7186075318651497
NM_053267	Selm|1500040L08Rik|A230103K18|Sepm|-|11 A1|11|protein-coding	-6.8691233679313495	1.0297970742660902e-15	2.7647446417147594
NM_001291892	Gp49a|gp49|-|10 B3|10|protein-coding	-6.83848150434217	1.2714646100272001e-17	3.28417973683361
NM_011313	S100a6|2A9|5B10|CALCYCLIN|Cacy|PRA|-|3 F1-F2|3 39.35 cM|protein-coding	-6.80365556350547	4.910692103871539e-27	7.933326954111441
NM_001163610	Nhsl2|1110062M06Rik|6430511F03|AI225852|AW488865|EG621083|ENSMUSG00000073037|Gm10456|RP23-448C18.1|X D|X|protein-coding	-6.802852905905921	3.2671802949952695e-24	5.60411318511894
NM_011057	Pdgfb|PDGF-B|Sis|-|15 E|15 37.85 cM|protein-coding	-6.72196368474707	2.8660829977358396e-20	4.13282997231926
NM_011498	Bhlhe40|Bhlhb2|C130042M06Rik|CR8|Clast5|Dec1|Sharp2|Stra13|Stra14|-|6|6 E-F1|protein-coding	-6.67121527636299	1.24113460006472e-26	8.38023471948465
NM_019549	Plek|2010300B13Rik|RP23-348N2.1|11 A2|11 9.41 cM|protein-coding	-6.599109663599241	2.86006749953207e-26	8.40111292060255
NM_007646	Cd38|ADPRC 1|Cd38-rs1|-|5 B3|5 23.85 cM|protein-coding	-6.54261945992715	1.69103616942509e-18	3.70107412495498
NM_009565	Zbtb7b|Thpok|Zfp67|c-Krox|-|3 A1-A2|3 39.09 cM|protein-coding	-6.496280304142259	8.75115894258492e-24	6.050092247570469
NM_130878	Cdhr1|Pcdh21|Prcad|mKIAA1775|-|14 B|14|protein-coding	-6.48852013683459	8.140954361659629e-14	2.39430340119675
NM_146001	Hip1|2610109B09Rik|A930014B11Rik|E130315I21Rik|mKIAA4113|-|5 F-G2|5 75.18 cM|protein-coding	-6.43760006149021	1.52779712360116e-23	6.04430777622599
NM_009848	Entpd1|2610206B08Rik|AA408691|Cd39|NTPDase-1|-|19 C3|19 34.25 cM|protein-coding	-6.39839388265319	1.66950901573093e-20	4.53576247329726
NM_010683	Lamc1|Lamb2|-|1 G3|1 65.3 cM|protein-coding	-6.3204632386130095	4.4038731483293796e-23	6.074737523795201
NM_008716	Notch3|AW229011|N3|hpbk|-|17 B1|17 17.37 cM|protein-coding	-6.199104180937151	1.66950901573093e-20	4.81817458826
NM_013652	Ccl4|AT744.1|Act-2|MIP-1B|Mip1b|Scya4|RP23-320E6.8|11 C|11 51.09 cM|protein-coding	-6.167265688239679	2.6881393753972e-22	5.9693270433037995
NM_031376	Pik3ap1|1810044J04Rik|BCAP|-|19|19 D1|protein-coding	-6.14459602747186	2.04603590277518e-22	6.155379624324549
NM_001170867	Ncald|AI848120|D030020D09Rik|D15Ertd412e|-|15 B3.1|15 14.94 cM|protein-coding	-6.119250359239559	1.5814350551393299e-22	6.3792969417470005
NM_001082960	Itgam|CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a|-|7|7 F4|protein-coding	-6.11295417622766	8.19351400888257e-23	6.719763375683731
NR_104106	Klra14-ps|EG654449|Gm15858|Klra14|Klra29|Klra31|Ly49N|OTTMUSG00000026959|-|6 F3|6 63.44 cM|pseudo	-6.040486756911941	1.423380365922e-13	2.50638911976904
NM_001015046	Rap1gap2|AU067654|Garnl4|Gm1561|mKIAA1039|RP23-20M18.15|11 B5|11|protein-coding	-5.8934950971131395	2.04603590277518e-22	8.16084118915026
NM_029440	Wdr95|4930434E21Rik|-|5 G3|5|protein-coding	-5.8678719690098	2.1714199565197698e-20	5.48359995052433
NM_007484	Rhoc|AI324259|Arh9|Arhc|-|3 F2.2|3|protein-coding	-5.83504494371933	7.33004289884301e-14	2.70148648939754
NM_033078	Klrk1|D6H12S2489E|NKG2-D|Nkg2d|-|6 F3|6 63.44 cM|protein-coding	-5.83388789573543	6.06665169848226e-22	7.73314316364805
NM_008013	Fgl2|AI385601|musfiblp|-|5 A3|5 9.83 cM|protein-coding	-5.79886183689192	7.162319579822929e-19	4.70241502648462
NM_134022	6330403K07Rik|AI415455|AV161034|UGS148|RP23-83I13.10|11 B4|11|protein-coding	-5.79760876399351	1.80660984253145e-16	3.63179924370908
NM_025451	Camk2n1|1810006K23Rik|AI848599|AI891706|RP23-25C1.11-001|4 D3|4|protein-coding	-5.74751076025484	7.71312182081584e-18	4.27019341616697
NM_010170	F2rl2|F730031A08|PAR3|-|13 D1|13 50.38 cM|protein-coding	-5.68498692922801	5.55039778032876e-19	5.02284485428834
NM_146061	Prr5|AU043908|Arhgap8|C030017C09Rik|C78947|Protor-1|Protor1|-|15|15 E|protein-coding	-5.66836302525551	8.194112606996541e-16	3.5060379885236603
NM_010730	Anxa1|Anx-1|Anx-A1|C430014K04Rik|Lpc-1|Lpc1|-|19 B|19 13.83 cM|protein-coding	-5.65870439243251	4.3079547538074896e-19	5.17259562406743
NM_183224	Fam19a3|7530404M11Rik|TAFA3|Tafa-3|-|3 F2.2|3|protein-coding	-5.65528217775115	3.77303780336665e-16	3.6593475606044197
NM_001115154	Samd3|Gm623|-|10 A4|10|protein-coding	-5.65465420302004	4.22368425047445e-17	4.06592966949909
NM_010609	Kcnk7|2310014G03Rik|Kcnk6|Kcnk8|Knot|Mlk3|-|19|19 B2|protein-coding	-5.585728541957231	2.0690604405254398e-11	2.06898754721069
NM_001145801	Ctla2b|AW545568|Ctla-2b|-|13|13|protein-coding	-5.58430169588076	1.5159887155686702e-17	4.40643008843631
NM_153142	Slc35e4|A330108F03Rik|AI414849|AI536442|RP23-128G5.5|11 A1|11|protein-coding	-5.57522315817469	9.85602696039582e-16	3.5815447485120098
NM_001083935	Pth1r|PPR|Pthr|Pthr1|-|9 F|9 60.56 cM|protein-coding	-5.47008347091132	4.29896002949735e-12	2.35002423962625
NM_007765	Crmp1|CRMP-1|DRP-1|Dpysl1|ULIP-3|Ulip3|-|5 B3|5 19.96 cM|protein-coding	-5.42564637657117	3.89383381563828e-16	3.95678089552398
NM_009855	Cd80|B71|Cd28l|Ly-53|Ly53|MIC17|TSA1|-|16 B5|16 26.86 cM|protein-coding	-5.42025145264168	1.75896326708275e-13	2.8628596711022998
NM_181315	Car5b|7330410H16Rik|CAVB|Ca5b|CarVb|D730005F19Rik|RP23-391L6.3|X F5|X|protein-coding	-5.379737005545009	1.8020811578009902e-16	4.20738683770581
NM_021302	Stk32c|PKE|Pkek|YANK3|MNCb-1563|7 F4|7|protein-coding	-5.337868200869139	3.56935982747772e-15	3.63494455771276
NM_011337	Ccl3|AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3|RP23-320E6.7|11 C|11 51.04 cM|protein-coding	-5.316439104759139	5.983851576042859e-18	5.4198232087504605
NM_025404	Arl4d|1110036H21Rik|ARL6|AW456149|Arf4l|Arfl4|Arl5|RP23-382C19.6|11 D|11|protein-coding	-5.29650202296399	3.0948108590272197e-18	5.81343343836719
NM_001130456	Sema6b|Sema|Seman|VIb|semaZ|-|17|17 D|protein-coding	-5.283441594986	1.29946560237531e-14	3.44763577558761
NM_023128	Palm|-|-|10 C1|10 39.72 cM|protein-coding	-5.24730926754521	4.3150497729759707e-17	4.92800428599124
NM_019990	Stard10|AV048538|CGI-52|NY-C0-28|PC-TP2|PCTP2|Pctpl|Sdccag28|SdccagG28|TISP-81|-|7 E3|7|protein-coding	-5.20368449479707	1.5253629709536199e-18	7.2759719817771
NM_021397	Zbtb32|4930524C15Rik|FAXF|FAZF|PLZP|Rog|Tzfp|-|7 B2-B3|7|protein-coding	-5.14487562005208	1.46438814486043e-13	3.1656338141273905
NM_013753	Pald1|MMPAL|Pald|mKIAA1274|-|10 B4|10|protein-coding	-5.13597351347446	1.61662311818091e-13	3.15707626624068
NM_011207	Ptpn3|9530011I20Rik|PTP-H1|PTPCL|RP23-293N9.2|4 B3|4 31.66 cM|protein-coding	-5.051260640979559	5.09774888885576e-11	2.25702389260785
NM_029528	Fam131b|6330503C03Rik|6530406I18Rik|AV277466|-|6 B2|6|protein-coding	-5.02712376913313	1.39364183990377e-11	2.48615576938311
NM_011204	Ptpn13|AI324989|PTP-BL|PTPL1|Ptpri|RIP|-|5 E-F|5 50.43 cM|protein-coding	-5.00223454786072	2.90956396166348e-15	4.29587381931965
NM_177855	Med12l|A130035F20|A630079M02|AU044581|TRALPUSH|-|3 D|3|protein-coding	-4.990075446498549	4.21683653586352e-15	4.2177795784839
NM_001029872	Itgad|Cd11d|-|7 F3|7|protein-coding	-4.9643906897999805	1.28243789482015e-10	2.17462148891676
NM_145535	Sdcbp2|-|RP23-419G21.7|2 G3|2|protein-coding	-4.94574883468727	1.01862772761032e-15	4.82106211864013
NM_198000	1700001O22Rik|1700113K14Rik|4930549G18Rik|RP23-221O14.1|2 B|2|protein-coding	-4.938371632184441	3.6670392207223996e-11	2.40173848962025
NM_009655	Alcam|AI853494|BEN|CD166|DM-GRASP|MuSC|SC1|-|16 B5|16|protein-coding	-4.8799471467347	2.65922527254346e-14	3.9691522945321696
NM_027533	Tspan2|6330415F13Rik|B230119D02Rik|tspan-2|-|3|3 F3|protein-coding	-4.8722806381824295	5.365506941812e-14	3.8035393012357197
NM_008504	Gzmm|Lmet1|MMET-1|-|10 C|10 39.72 cM|protein-coding	-4.8453012346457305	4.7910381826650295e-15	4.58784486702194
NR_045176	2810468N07Rik|-|-|17|17|ncRNA	-4.81350683547193	5.47592287960391e-10	2.03212549990866
NM_001284428	Smtn|smsmo|-|11|11 A2-A3|protein-coding	-4.73032582524882	2.2327028896374997e-12	3.17422178646986
NM_027982	Ppm1j|2310008J22Rik|PP2Czeta|Ppp2cz|-|3|3 F3|protein-coding	-4.7234417842442	8.26699870253578e-16	6.29622369046414
NM_001289453	Fut7|AI853193|FTVII|Fuc-TVII|FucT-VII|RP23-47P18.7|2 A3|2|protein-coding	-4.71675492669229	8.499374819626599e-12	2.90448353057169
NM_001099217	Ly6c2|Ly-6C.2|Ly-6C2|-|15 D3|15|protein-coding	-4.712485526932	2.69818524670659e-16	9.14103399695326
NM_009545	Pcgf2|Mel18|Rnf110|Zfp144|mel-18|RP23-94N18.7|11 C1-C3|11 61.06 cM|protein-coding	-4.70901923549856	7.65608854706752e-14	4.07747939192198
NM_008982	Ptprj|AI450271|BET|Byp|CD148|DEP-1|PTPbeta2|Ptpb2|RPTPJ|Scc-1|Scc1|RP24-113P16.2|2 E1-2|2 50.19 cM|protein-coding	-4.70883389733787	8.08037473725642e-15	4.90401846491017
NM_001093766	Myadm|D7Wsu62e|-|7 A1|7 1.92 cM|protein-coding	-4.70635836118945	1.56230838618042e-13	3.87577569960153
NM_175088	Mdfic|Kdt1|Mdfid|-|6 A1|6|protein-coding	-4.68646734080635	7.45768251130931e-15	5.04754460239353
NM_023044	Slc15a3|Ci1|cI-1|-|19|19 B|protein-coding	-4.673665608834179	1.7924836623905202e-10	2.3650960764042797
NM_001134385	Gpr160|1700025D19Rik|GPCR150|-|3|3 B|protein-coding	-4.64319778080029	1.37188864073123e-13	4.07522541400902
NM_009694	Apobec2|Arp1|-|17 C|17 24.02 cM|protein-coding	-4.6273789194725	1.52329458590123e-14	4.99088945540704
NM_001162884	Igsf10|6530405F15Rik|9030224D03|AA409708|AA536958|AI414626|Adlican2|CMF608|-|3 D|3|protein-coding	-4.54176474363191	7.09249564152363e-10	2.24100968115381
NM_177265	Ifitm10|6330512M04Rik|AI848576|DSPA3|-|7 F5|7|protein-coding	-4.5227111177183605	1.65141523847372e-14	5.5925859112516605
NM_026864	Rasl11a|1110065D03Rik|AI852031|-|5 G3|5|protein-coding	-4.51513002082895	1.55527726431556e-10	2.56602124371926
NM_001278534	Rgag4|6430402L03Rik|Mar5|Mart5|mKIAA2001|RP23-448C18.4|X D|X|protein-coding	-4.49626729912975	9.3779655022125e-11	2.6958055803227996
NM_001256042	Hsf4|HSF 4|HSTF 4|HSTF4|ldis1|mHSF4|-|8|8 D1|protein-coding	-4.48636590398141	5.5414247194004396e-11	2.8203012649614
NM_001033308	Themis2|ICB-1|RP23-442A20.5|4 D2.3|4|protein-coding	-4.4501756871752995	9.058055776766191e-13	4.0054682172147205
NM_207110	Rnf216|2810055G22Rik|AI647468|AU019462|C86502|F830018F18Rik|TRIAD3|UIP83|Ubce7ip1|-|5 G2|5|protein-coding	-4.438500646979691	2.72865584535059e-14	5.954273825569169
NM_008737	Nrp1|C530029I03|NP-1|NPN-1|Npn1|Nrp|-|8 E|8 75.78 cM|protein-coding	-4.41090022108264	5.76824090939795e-14	5.560523370851719
